starttime_utc,endtime_utc,starttime_ist,endtime_ist,demand_mwh,solar_mwh,wind_mwh
"2023-01-09 13:00:00","2023-01-09 14:00:00","2023-01-09 13:00:00","2023-01-09 14:00:00","5635.875","10.8","4079.5"
"2023-01-09 14:00:00","2023-01-09 15:00:00","2023-01-09 14:00:00","2023-01-09 15:00:00","5625.375","6.904","3851.0"
"2023-01-09 15:00:00","2023-01-09 16:00:00","2023-01-09 15:00:00","2023-01-09 16:00:00","5718.5","3.362","3343.75"
"2023-01-09 16:00:00","2023-01-09 17:00:00","2023-01-09 16:00:00","2023-01-09 17:00:00","6013.375","0.038","2703.5"
"2023-01-09 17:00:00","2023-01-09 18:00:00","2023-01-09 17:00:00","2023-01-09 18:00:00","6312.0","0.0","2227.625"
"2023-01-09 18:00:00","2023-01-09 19:00:00","2023-01-09 18:00:00","2023-01-09 19:00:00","6109.0","0.0","1983.25"
"2023-01-09 19:00:00","2023-01-09 20:00:00","2023-01-09 19:00:00","2023-01-09 20:00:00","5798.5","0.0","1733.25"
"2023-01-09 20:00:00","2023-01-09 21:00:00","2023-01-09 20:00:00","2023-01-09 21:00:00","5519.0","0.0","1602.625"
"2023-01-09 21:00:00","2023-01-09 22:00:00","2023-01-09 21:00:00","2023-01-09 22:00:00","5143.25","0.0","1740.125"
"2023-01-09 22:00:00","2023-01-09 23:00:00","2023-01-09 22:00:00","2023-01-09 23:00:00","4678.75","0.0","2111.0"
"2023-01-09 23:00:00","2023-01-10 00:00:00","2023-01-09 23:00:00","2023-01-10 00:00:00","4332.0","0.0","2351.125"
"2023-01-10 00:00:00","2023-01-10 01:00:00","2023-01-10 00:00:00","2023-01-10 01:00:00","4009.625","0.0","2473.375"
"2023-01-10 01:00:00","2023-01-10 02:00:00","2023-01-10 01:00:00","2023-01-10 02:00:00","3839.75","0.0","2792.0"
"2023-01-10 02:00:00","2023-01-10 03:00:00","2023-01-10 02:00:00","2023-01-10 03:00:00","3773.0","0.0","3117.375"
"2023-01-10 03:00:00","2023-01-10 04:00:00","2023-01-10 03:00:00","2023-01-10 04:00:00","3746.875","0.0","3346.75"
"2023-01-10 04:00:00","2023-01-10 05:00:00","2023-01-10 04:00:00","2023-01-10 05:00:00","3735.25","0.0","3391.625"
"2023-01-10 05:00:00","2023-01-10 06:00:00","2023-01-10 05:00:00","2023-01-10 06:00:00","3889.625","0.0","3714.25"
"2023-01-10 06:00:00","2023-01-10 07:00:00","2023-01-10 06:00:00","2023-01-10 07:00:00","4335.25","0.0","3830.5"
"2023-01-10 07:00:00","2023-01-10 08:00:00","2023-01-10 07:00:00","2023-01-10 08:00:00","5058.75","0.0","3671.375"
"2023-01-10 08:00:00","2023-01-10 09:00:00","2023-01-10 08:00:00","2023-01-10 09:00:00","5434.375","0.0","3582.75"
"2023-01-10 09:00:00","2023-01-10 10:00:00","2023-01-10 09:00:00","2023-01-10 10:00:00","5606.625","0.527","3980.875"
"2023-01-10 10:00:00","2023-01-10 11:00:00","2023-01-10 10:00:00","2023-01-10 11:00:00","5651.625","3.841","4199.375"
"2023-01-10 11:00:00","2023-01-10 12:00:00","2023-01-10 11:00:00","2023-01-10 12:00:00","5687.25","4.976","4303.125"
"2023-01-10 12:00:00","2023-01-10 13:00:00","2023-01-10 12:00:00","2023-01-10 13:00:00","5723.75","6.562","4370.5"
"2023-01-10 13:00:00","2023-01-10 14:00:00","2023-01-10 13:00:00","2023-01-10 14:00:00","5653.875","6.351","4325.625"
"2023-01-10 14:00:00","2023-01-10 15:00:00","2023-01-10 14:00:00","2023-01-10 15:00:00","5587.75","4.994","4270.625"
"2023-01-10 15:00:00","2023-01-10 16:00:00","2023-01-10 15:00:00","2023-01-10 16:00:00","5667.375","0.722","4185.5"
"2023-01-10 16:00:00","2023-01-10 17:00:00","2023-01-10 16:00:00","2023-01-10 17:00:00","5926.75","0.0","4182.75"
"2023-01-10 17:00:00","2023-01-10 18:00:00","2023-01-10 17:00:00","2023-01-10 18:00:00","6214.25","0.0","4065.75"
"2023-01-10 18:00:00","2023-01-10 19:00:00","2023-01-10 18:00:00","2023-01-10 19:00:00","6001.375","0.0","3921.75"
"2023-01-10 19:00:00","2023-01-10 20:00:00","2023-01-10 19:00:00","2023-01-10 20:00:00","5722.625","0.0","3770.75"
"2023-01-10 20:00:00","2023-01-10 21:00:00","2023-01-10 20:00:00","2023-01-10 21:00:00","5415.5","0.0","3372.125"
"2023-01-10 21:00:00","2023-01-10 22:00:00","2023-01-10 21:00:00","2023-01-10 22:00:00","5045.0","0.0","2950.75"
"2023-01-10 22:00:00","2023-01-10 23:00:00","2023-01-10 22:00:00","2023-01-10 23:00:00","4558.25","0.0","2777.25"
"2023-01-10 23:00:00","2023-01-11 00:00:00","2023-01-10 23:00:00","2023-01-11 00:00:00","4235.875","0.0","2706.75"
"2023-01-11 00:00:00","2023-01-11 01:00:00","2023-01-11 00:00:00","2023-01-11 01:00:00","3965.25","0.0","2682.25"
"2023-01-11 01:00:00","2023-01-11 02:00:00","2023-01-11 01:00:00","2023-01-11 02:00:00","3813.5","0.0","2792.0"
"2023-01-11 02:00:00","2023-01-11 03:00:00","2023-01-11 02:00:00","2023-01-11 03:00:00","3674.375","0.0","2630.5"
"2023-01-11 03:00:00","2023-01-11 04:00:00","2023-01-11 03:00:00","2023-01-11 04:00:00","3609.875","0.0","2691.0"
"2023-01-11 04:00:00","2023-01-11 05:00:00","2023-01-11 04:00:00","2023-01-11 05:00:00","3615.0","0.0","2861.125"
"2023-01-11 05:00:00","2023-01-11 06:00:00","2023-01-11 05:00:00","2023-01-11 06:00:00","3782.875","0.0","3338.0"
"2023-01-11 06:00:00","2023-01-11 07:00:00","2023-01-11 06:00:00","2023-01-11 07:00:00","4231.875","0.0","3425.375"
"2023-01-11 07:00:00","2023-01-11 08:00:00","2023-01-11 07:00:00","2023-01-11 08:00:00","5041.25","0.0","3766.75"
"2023-01-11 08:00:00","2023-01-11 09:00:00","2023-01-11 08:00:00","2023-01-11 09:00:00","5470.25","0.235","3968.75"
"2023-01-11 09:00:00","2023-01-11 10:00:00","2023-01-11 09:00:00","2023-01-11 10:00:00","5620.125","1.488","3797.375"
"2023-01-11 10:00:00","2023-01-11 11:00:00","2023-01-11 10:00:00","2023-01-11 11:00:00","5711.0","1.8","3693.75"
"2023-01-11 11:00:00","2023-01-11 12:00:00","2023-01-11 11:00:00","2023-01-11 12:00:00","5747.125","1.696","3772.5"
"2023-01-11 12:00:00","2023-01-11 13:00:00","2023-01-11 12:00:00","2023-01-11 13:00:00","5777.625","3.814","3649.375"
"2023-01-11 13:00:00","2023-01-11 14:00:00","2023-01-11 13:00:00","2023-01-11 14:00:00","5667.625","6.381","3633.5"
"2023-01-11 14:00:00","2023-01-11 15:00:00","2023-01-11 14:00:00","2023-01-11 15:00:00","5634.75","7.772","3598.0"
"2023-01-11 15:00:00","2023-01-11 16:00:00","2023-01-11 15:00:00","2023-01-11 16:00:00","5760.625","1.839","3824.75"
"2023-01-11 16:00:00","2023-01-11 17:00:00","2023-01-11 16:00:00","2023-01-11 17:00:00","6097.75","0.018","4053.0"
"2023-01-11 17:00:00","2023-01-11 18:00:00","2023-01-11 17:00:00","2023-01-11 18:00:00","6421.125","0.0","3996.125"
"2023-01-11 18:00:00","2023-01-11 19:00:00","2023-01-11 18:00:00","2023-01-11 19:00:00","6211.0","0.0","3706.0"
"2023-01-11 19:00:00","2023-01-11 20:00:00","2023-01-11 19:00:00","2023-01-11 20:00:00","5936.5","0.0","3313.375"
"2023-01-11 20:00:00","2023-01-11 21:00:00","2023-01-11 20:00:00","2023-01-11 21:00:00","5636.875","0.0","2994.625"
"2023-01-11 21:00:00","2023-01-11 22:00:00","2023-01-11 21:00:00","2023-01-11 22:00:00","5281.75","0.0","2834.0"
"2023-01-11 22:00:00","2023-01-11 23:00:00","2023-01-11 22:00:00","2023-01-11 23:00:00","4810.25","0.0","2551.125"
"2023-01-11 23:00:00","2023-01-12 00:00:00","2023-01-11 23:00:00","2023-01-12 00:00:00","4516.375","0.0","2619.25"
"2023-01-12 00:00:00","2023-01-12 01:00:00","2023-01-12 00:00:00","2023-01-12 01:00:00","4189.625","0.0","2456.25"
"2023-01-12 01:00:00","2023-01-12 02:00:00","2023-01-12 01:00:00","2023-01-12 02:00:00","3941.875","0.0","2275.875"
"2023-01-12 02:00:00","2023-01-12 03:00:00","2023-01-12 02:00:00","2023-01-12 03:00:00","3767.375","0.0","2031.875"
"2023-01-12 03:00:00","2023-01-12 04:00:00","2023-01-12 03:00:00","2023-01-12 04:00:00","3673.75","0.0","2066.625"
"2023-01-12 04:00:00","2023-01-12 05:00:00","2023-01-12 04:00:00","2023-01-12 05:00:00","3684.125","0.0","2525.75"
"2023-01-12 05:00:00","2023-01-12 06:00:00","2023-01-12 05:00:00","2023-01-12 06:00:00","3812.25","0.0","3088.125"
"2023-01-12 06:00:00","2023-01-12 07:00:00","2023-01-12 06:00:00","2023-01-12 07:00:00","4254.875","0.0","3471.25"
"2023-01-12 07:00:00","2023-01-12 08:00:00","2023-01-12 07:00:00","2023-01-12 08:00:00","4958.5","0.0","3759.0"
"2023-01-12 08:00:00","2023-01-12 09:00:00","2023-01-12 08:00:00","2023-01-12 09:00:00","5344.375","0.072","4237.125"
"2023-01-12 09:00:00","2023-01-12 10:00:00","2023-01-12 09:00:00","2023-01-12 10:00:00","5613.125","3.128","4365.625"
"2023-01-12 10:00:00","2023-01-12 11:00:00","2023-01-12 10:00:00","2023-01-12 11:00:00","5629.125","15.387","4195.375"
"2023-01-12 11:00:00","2023-01-12 12:00:00","2023-01-12 11:00:00","2023-01-12 12:00:00","5590.125","20.261","4203.875"
"2023-01-12 12:00:00","2023-01-12 13:00:00","2023-01-12 12:00:00","2023-01-12 13:00:00","5659.25","28.502","4354.625"
"2023-01-12 13:00:00","2023-01-12 14:00:00","2023-01-12 13:00:00","2023-01-12 14:00:00","5627.75","22.413","4396.875"
"2023-01-12 14:00:00","2023-01-12 15:00:00","2023-01-12 14:00:00","2023-01-12 15:00:00","5622.0","10.9","4263.5"
"2023-01-12 15:00:00","2023-01-12 16:00:00","2023-01-12 15:00:00","2023-01-12 16:00:00","5713.0","2.761","4157.875"
"2023-01-12 16:00:00","2023-01-12 17:00:00","2023-01-12 16:00:00","2023-01-12 17:00:00","5995.75","0.048","4271.125"
"2023-01-12 17:00:00","2023-01-12 18:00:00","2023-01-12 17:00:00","2023-01-12 18:00:00","6355.5","0.0","4410.75"
"2023-01-12 18:00:00","2023-01-12 19:00:00","2023-01-12 18:00:00","2023-01-12 19:00:00","6201.875","0.0","4425.875"
"2023-01-12 19:00:00","2023-01-12 20:00:00","2023-01-12 19:00:00","2023-01-12 20:00:00","5961.125","0.0","4482.125"
"2023-01-12 20:00:00","2023-01-12 21:00:00","2023-01-12 20:00:00","2023-01-12 21:00:00","5640.5","0.0","4218.5"
"2023-01-12 21:00:00","2023-01-12 22:00:00","2023-01-12 21:00:00","2023-01-12 22:00:00","5204.75","0.0","3836.0"
"2023-01-12 22:00:00","2023-01-12 23:00:00","2023-01-12 22:00:00","2023-01-12 23:00:00","4702.625","0.0","3580.0"
"2023-01-12 23:00:00","2023-01-13 00:00:00","2023-01-12 23:00:00","2023-01-13 00:00:00","4363.5","0.0","3120.25"
"2023-01-13 00:00:00","2023-01-13 01:00:00","2023-01-13 00:00:00","2023-01-13 01:00:00","4071.75","0.0","3058.25"
"2023-01-13 01:00:00","2023-01-13 02:00:00","2023-01-13 01:00:00","2023-01-13 02:00:00","3924.375","0.0","3143.0"
"2023-01-13 02:00:00","2023-01-13 03:00:00","2023-01-13 02:00:00","2023-01-13 03:00:00","3774.125","0.0","2759.0"
"2023-01-13 03:00:00","2023-01-13 04:00:00","2023-01-13 03:00:00","2023-01-13 04:00:00","3694.25","0.0","2657.0"
"2023-01-13 04:00:00","2023-01-13 05:00:00","2023-01-13 04:00:00","2023-01-13 05:00:00","3686.0","0.0","2742.25"
"2023-01-13 05:00:00","2023-01-13 06:00:00","2023-01-13 05:00:00","2023-01-13 06:00:00","3813.25","0.0","2994.125"
"2023-01-13 06:00:00","2023-01-13 07:00:00","2023-01-13 06:00:00","2023-01-13 07:00:00","4246.625","0.0","3029.75"
"2023-01-13 07:00:00","2023-01-13 08:00:00","2023-01-13 07:00:00","2023-01-13 08:00:00","5032.0","0.0","3435.25"
"2023-01-13 08:00:00","2023-01-13 09:00:00","2023-01-13 08:00:00","2023-01-13 09:00:00","5397.0","0.369","3299.625"
"2023-01-13 09:00:00","2023-01-13 10:00:00","2023-01-13 09:00:00","2023-01-13 10:00:00","5561.625","5.645","3236.625"
"2023-01-13 10:00:00","2023-01-13 11:00:00","2023-01-13 10:00:00","2023-01-13 11:00:00","5548.125","10.081","2931.875"
"2023-01-13 11:00:00","2023-01-13 12:00:00","2023-01-13 11:00:00","2023-01-13 12:00:00","5536.375","13.573","2897.0"
"2023-01-13 12:00:00","2023-01-13 13:00:00","2023-01-13 12:00:00","2023-01-13 13:00:00","5513.5","26.519","2892.5"
"2023-01-13 13:00:00","2023-01-13 14:00:00","2023-01-13 13:00:00","2023-01-13 14:00:00","5439.625","31.097","2681.75"
"2023-01-13 14:00:00","2023-01-13 15:00:00","2023-01-13 14:00:00","2023-01-13 15:00:00","5417.0","14.852","2206.625"
"2023-01-13 15:00:00","2023-01-13 16:00:00","2023-01-13 15:00:00","2023-01-13 16:00:00","5511.0","2.846","2219.5"
"2023-01-13 16:00:00","2023-01-13 17:00:00","2023-01-13 16:00:00","2023-01-13 17:00:00","5769.375","0.032","2439.875"
"2023-01-13 17:00:00","2023-01-13 18:00:00","2023-01-13 17:00:00","2023-01-13 18:00:00","6059.75","0.0","2654.75"
"2023-01-13 18:00:00","2023-01-13 19:00:00","2023-01-13 18:00:00","2023-01-13 19:00:00","5900.25","0.0","2788.875"
"2023-01-13 19:00:00","2023-01-13 20:00:00","2023-01-13 19:00:00","2023-01-13 20:00:00","5650.375","0.0","3011.25"
"2023-01-13 20:00:00","2023-01-13 21:00:00","2023-01-13 20:00:00","2023-01-13 21:00:00","5360.625","0.0","3112.75"
"2023-01-13 21:00:00","2023-01-13 22:00:00","2023-01-13 21:00:00","2023-01-13 22:00:00","5005.75","0.0","2970.625"
"2023-01-13 22:00:00","2023-01-13 23:00:00","2023-01-13 22:00:00","2023-01-13 23:00:00","4603.5","0.0","2546.0"
"2023-01-13 23:00:00","2023-01-14 00:00:00","2023-01-13 23:00:00","2023-01-14 00:00:00","4406.25","0.0","2139.0"
"2023-01-14 00:00:00","2023-01-14 01:00:00","2023-01-14 00:00:00","2023-01-14 01:00:00","4112.5","0.0","1839.125"
"2023-01-14 01:00:00","2023-01-14 02:00:00","2023-01-14 01:00:00","2023-01-14 02:00:00","3904.125","0.0","1636.625"
"2023-01-14 02:00:00","2023-01-14 03:00:00","2023-01-14 02:00:00","2023-01-14 03:00:00","3735.0","0.0","1597.625"
"2023-01-14 03:00:00","2023-01-14 04:00:00","2023-01-14 03:00:00","2023-01-14 04:00:00","3620.75","0.0","1712.75"
"2023-01-14 04:00:00","2023-01-14 05:00:00","2023-01-14 04:00:00","2023-01-14 05:00:00","3541.5","0.0","1761.25"
"2023-01-14 05:00:00","2023-01-14 06:00:00","2023-01-14 05:00:00","2023-01-14 06:00:00","3544.375","0.0","1871.75"
"2023-01-14 06:00:00","2023-01-14 07:00:00","2023-01-14 06:00:00","2023-01-14 07:00:00","3720.125","0.0","2133.0"
"2023-01-14 07:00:00","2023-01-14 08:00:00","2023-01-14 07:00:00","2023-01-14 08:00:00","4046.75","0.0","2412.5"
"2023-01-14 08:00:00","2023-01-14 09:00:00","2023-01-14 08:00:00","2023-01-14 09:00:00","4377.125","0.071","2887.875"
"2023-01-14 09:00:00","2023-01-14 10:00:00","2023-01-14 09:00:00","2023-01-14 10:00:00","4767.25","7.048","3489.0"
"2023-01-14 10:00:00","2023-01-14 11:00:00","2023-01-14 10:00:00","2023-01-14 11:00:00","4965.125","21.816","3663.25"
"2023-01-14 11:00:00","2023-01-14 12:00:00","2023-01-14 11:00:00","2023-01-14 12:00:00","5047.375","26.376","3865.75"
"2023-01-14 12:00:00","2023-01-14 13:00:00","2023-01-14 12:00:00","2023-01-14 13:00:00","5088.75","21.174","3968.25"
"2023-01-14 13:00:00","2023-01-14 14:00:00","2023-01-14 13:00:00","2023-01-14 14:00:00","5087.25","13.707","3924.125"
"2023-01-14 14:00:00","2023-01-14 15:00:00","2023-01-14 14:00:00","2023-01-14 15:00:00","4995.75","7.805","3692.0"
"2023-01-14 15:00:00","2023-01-14 16:00:00","2023-01-14 15:00:00","2023-01-14 16:00:00","5056.125","2.455","3808.0"
"2023-01-14 16:00:00","2023-01-14 17:00:00","2023-01-14 16:00:00","2023-01-14 17:00:00","5348.125","0.087","3997.25"
"2023-01-14 17:00:00","2023-01-14 18:00:00","2023-01-14 17:00:00","2023-01-14 18:00:00","5743.25","0.0","4002.0"
"2023-01-14 18:00:00","2023-01-14 19:00:00","2023-01-14 18:00:00","2023-01-14 19:00:00","5663.125","0.0","3876.5"
"2023-01-14 19:00:00","2023-01-14 20:00:00","2023-01-14 19:00:00","2023-01-14 20:00:00","5394.875","0.0","3886.875"
"2023-01-14 20:00:00","2023-01-14 21:00:00","2023-01-14 20:00:00","2023-01-14 21:00:00","5082.875","0.0","3627.625"
"2023-01-14 21:00:00","2023-01-14 22:00:00","2023-01-14 21:00:00","2023-01-14 22:00:00","4809.625","0.0","3463.625"
"2023-01-14 22:00:00","2023-01-14 23:00:00","2023-01-14 22:00:00","2023-01-14 23:00:00","4506.5","0.0","3254.25"
"2023-01-14 23:00:00","2023-01-15 00:00:00","2023-01-14 23:00:00","2023-01-15 00:00:00","4346.25","0.0","3093.125"
"2023-01-15 00:00:00","2023-01-15 01:00:00","2023-01-15 00:00:00","2023-01-15 01:00:00","4099.375","0.0","3085.75"
"2023-01-15 01:00:00","2023-01-15 02:00:00","2023-01-15 01:00:00","2023-01-15 02:00:00","3877.375","0.0","2864.75"
"2023-01-15 02:00:00","2023-01-15 03:00:00","2023-01-15 02:00:00","2023-01-15 03:00:00","3709.25","0.0","2628.0"
"2023-01-15 03:00:00","2023-01-15 04:00:00","2023-01-15 03:00:00","2023-01-15 04:00:00","3597.75","0.0","2389.0"
"2023-01-15 04:00:00","2023-01-15 05:00:00","2023-01-15 04:00:00","2023-01-15 05:00:00","3534.75","0.0","2020.875"
"2023-01-15 05:00:00","2023-01-15 06:00:00","2023-01-15 05:00:00","2023-01-15 06:00:00","3553.375","0.0","1950.25"
"2023-01-15 06:00:00","2023-01-15 07:00:00","2023-01-15 06:00:00","2023-01-15 07:00:00","3690.25","0.0","1912.875"
"2023-01-15 07:00:00","2023-01-15 08:00:00","2023-01-15 07:00:00","2023-01-15 08:00:00","3881.25","0.0","1877.125"
"2023-01-15 08:00:00","2023-01-15 09:00:00","2023-01-15 08:00:00","2023-01-15 09:00:00","4090.625","0.085","1773.875"
"2023-01-15 09:00:00","2023-01-15 10:00:00","2023-01-15 09:00:00","2023-01-15 10:00:00","4507.375","5.992","2015.75"
"2023-01-15 10:00:00","2023-01-15 11:00:00","2023-01-15 10:00:00","2023-01-15 11:00:00","4852.75","17.764","1885.75"
"2023-01-15 11:00:00","2023-01-15 12:00:00","2023-01-15 11:00:00","2023-01-15 12:00:00","5028.25","36.291","1579.625"
"2023-01-15 12:00:00","2023-01-15 13:00:00","2023-01-15 12:00:00","2023-01-15 13:00:00","5191.125","40.965","1285.875"
"2023-01-15 13:00:00","2023-01-15 14:00:00","2023-01-15 13:00:00","2023-01-15 14:00:00","5195.5","22.273","996.875"
"2023-01-15 14:00:00","2023-01-15 15:00:00","2023-01-15 14:00:00","2023-01-15 15:00:00","5118.25","14.739","562.0"
"2023-01-15 15:00:00","2023-01-15 16:00:00","2023-01-15 15:00:00","2023-01-15 16:00:00","5163.125","2.187","287.25"
"2023-01-15 16:00:00","2023-01-15 17:00:00","2023-01-15 16:00:00","2023-01-15 17:00:00","5451.875","0.008","182.375"
"2023-01-15 17:00:00","2023-01-15 18:00:00","2023-01-15 17:00:00","2023-01-15 18:00:00","5857.875","0.0","105.0"
"2023-01-15 18:00:00","2023-01-15 19:00:00","2023-01-15 18:00:00","2023-01-15 19:00:00","5759.125","0.0","123.25"
"2023-01-15 19:00:00","2023-01-15 20:00:00","2023-01-15 19:00:00","2023-01-15 20:00:00","5529.125","0.0","184.75"
"2023-01-15 20:00:00","2023-01-15 21:00:00","2023-01-15 20:00:00","2023-01-15 21:00:00","5249.875","0.0","319.0"
"2023-01-15 21:00:00","2023-01-15 22:00:00","2023-01-15 21:00:00","2023-01-15 22:00:00","4901.375","0.0","602.5"
"2023-01-15 22:00:00","2023-01-15 23:00:00","2023-01-15 22:00:00","2023-01-15 23:00:00","4483.125","0.0","898.625"
"2023-01-15 23:00:00","2023-01-16 00:00:00","2023-01-15 23:00:00","2023-01-16 00:00:00","4248.375","0.0","1145.75"
"2023-01-16 00:00:00","2023-01-16 01:00:00","2023-01-16 00:00:00","2023-01-16 01:00:00","4001.125","0.0","1304.0"
"2023-01-16 01:00:00","2023-01-16 02:00:00","2023-01-16 01:00:00","2023-01-16 02:00:00","3830.375","0.0","1245.25"
"2023-01-16 02:00:00","2023-01-16 03:00:00","2023-01-16 02:00:00","2023-01-16 03:00:00","3720.375","0.0","1092.25"
"2023-01-16 03:00:00","2023-01-16 04:00:00","2023-01-16 03:00:00","2023-01-16 04:00:00","3669.125","0.0","1068.75"
"2023-01-16 04:00:00","2023-01-16 05:00:00","2023-01-16 04:00:00","2023-01-16 05:00:00","3696.25","0.0","1082.625"
"2023-01-16 05:00:00","2023-01-16 06:00:00","2023-01-16 05:00:00","2023-01-16 06:00:00","3833.5","0.0","936.25"
"2023-01-16 06:00:00","2023-01-16 07:00:00","2023-01-16 06:00:00","2023-01-16 07:00:00","4332.625","0.0","754.125"
"2023-01-16 07:00:00","2023-01-16 08:00:00","2023-01-16 07:00:00","2023-01-16 08:00:00","5223.875","0.0","623.5"
"2023-01-16 08:00:00","2023-01-16 09:00:00","2023-01-16 08:00:00","2023-01-16 09:00:00","5679.125","0.549","529.875"
"2023-01-16 09:00:00","2023-01-16 10:00:00","2023-01-16 09:00:00","2023-01-16 10:00:00","5896.25","8.811","415.0"
"2023-01-16 10:00:00","2023-01-16 11:00:00","2023-01-16 10:00:00","2023-01-16 11:00:00","5929.375","20.402","313.625"
"2023-01-16 11:00:00","2023-01-16 12:00:00","2023-01-16 11:00:00","2023-01-16 12:00:00","5866.625","29.777","243.75"
"2023-01-16 12:00:00","2023-01-16 13:00:00","2023-01-16 12:00:00","2023-01-16 13:00:00","5864.75","36.702","266.125"
"2023-01-16 13:00:00","2023-01-16 14:00:00","2023-01-16 13:00:00","2023-01-16 14:00:00","5792.375","36.017","248.875"
"2023-01-16 14:00:00","2023-01-16 15:00:00","2023-01-16 14:00:00","2023-01-16 15:00:00","5801.5","17.908","277.625"
"2023-01-16 15:00:00","2023-01-16 16:00:00","2023-01-16 15:00:00","2023-01-16 16:00:00","5943.875","3.206","312.375"
"2023-01-16 16:00:00","2023-01-16 17:00:00","2023-01-16 16:00:00","2023-01-16 17:00:00","6269.375","0.11","469.125"
"2023-01-16 17:00:00","2023-01-16 18:00:00","2023-01-16 17:00:00","2023-01-16 18:00:00","6693.0","0.0","618.0"
"2023-01-16 18:00:00","2023-01-16 19:00:00","2023-01-16 18:00:00","2023-01-16 19:00:00","6476.125","0.0","589.25"
"2023-01-16 19:00:00","2023-01-16 20:00:00","2023-01-16 19:00:00","2023-01-16 20:00:00","6175.0","0.0","450.75"
"2023-01-16 20:00:00","2023-01-16 21:00:00","2023-01-16 20:00:00","2023-01-16 21:00:00","5894.25","0.0","307.25"
"2023-01-16 21:00:00","2023-01-16 22:00:00","2023-01-16 21:00:00","2023-01-16 22:00:00","5475.25","0.0","240.75"
"2023-01-16 22:00:00","2023-01-16 23:00:00","2023-01-16 22:00:00","2023-01-16 23:00:00","4985.25","0.0","240.25"
"2023-01-16 23:00:00","2023-01-17 00:00:00","2023-01-16 23:00:00","2023-01-17 00:00:00","4669.75","0.0","250.75"
"2023-01-17 00:00:00","2023-01-17 01:00:00","2023-01-17 00:00:00","2023-01-17 01:00:00","4363.125","0.0","223.0"
"2023-01-17 01:00:00","2023-01-17 02:00:00","2023-01-17 01:00:00","2023-01-17 02:00:00","4203.375","0.0","224.0"
"2023-01-17 02:00:00","2023-01-17 03:00:00","2023-01-17 02:00:00","2023-01-17 03:00:00","4108.0","0.0","241.875"
"2023-01-17 03:00:00","2023-01-17 04:00:00","2023-01-17 03:00:00","2023-01-17 04:00:00","4038.75","0.0","327.375"
"2023-01-17 04:00:00","2023-01-17 05:00:00","2023-01-17 04:00:00","2023-01-17 05:00:00","4009.5","0.0","445.875"
"2023-01-17 05:00:00","2023-01-17 06:00:00","2023-01-17 05:00:00","2023-01-17 06:00:00","4139.125","0.0","595.125"
"2023-01-17 06:00:00","2023-01-17 07:00:00","2023-01-17 06:00:00","2023-01-17 07:00:00","4640.5","0.0","679.625"
